region_code,region_name,region_level,n_species,n_checklists,top_hotspot,hotspot_name
CA-QC-JAM,Jamésie,subnational2,229,2176,L2803879,"Station d'épuration, Chibougamau"
CA-QC-SR,Sept-Rivières,subnational2,228,1582,L4027917,Sentiers de la nature
CA-QC-AV,Avignon,subnational2,224,638,L3010717,Sentiers ornithologiques de Pointe-à-la-Croix
CA-QC-SH,Sherbrooke,subnational2,223,6117,L925503,Marais Réal D.-Carbonneau
CA-QC-MK,Les Maskoutains,subnational2,222,1913,L1828591,Réserve naturelle du Boisé-des-Douze
CA-QC-MO,Montcalm,subnational2,221,1670,L3603378,Lac Pinet
CA-QC-DU,Drummond,subnational2,219,1747,L1044763,Forêt Drummond
CA-QC-AN,L'Assomption,subnational2,219,1431,L2470346,Parc de l'Île-Lebel
CA-QC-AB,Abitibi,subnational2,216,1386,L2859323,Lac Beauchamp
CA-QC-JN,Les Jardins-de-Napierville,subnational2,215,1187,L2891805,Parc Régional St-Bernard
CA-QC-APP,Les Appalaches,subnational2,214,1868,L760497,PN de Frontenac--Secteur St-Daniel
CA-QC-JO,Joliette,subnational2,213,2681,L3103481,"Tourbière, St-Thomas"
CA-QC-ET,Les Etchemins,subnational2,212,629,L5066249,Lac Etchemin
CA-QC-ER,L'Érable,subnational2,211,1213,L2864608,Parc régional des Grandes-Coulées--Secteur Forêt Ancienne
CA-QC-VG,La Vallée-de-la-Gatineau,subnational2,211,1267,L2337206,RF La Vérendrye--Lac de la Vieille
CA-QC-MW,Matawinie,subnational2,211,3584,L2891534,Sentier des Étangs
CA-QC-ML,Mirabel,subnational2,210,2114,L1051605,"Rgs Ste-Marie & Ste-Dominique, Mirabel"
CA-QC-LL,Les Laurentides,subnational2,209,5552,L733810,Pointe Sauvage
CA-QC-VF,Le Val-Saint-François,subnational2,206,3736,L1364320,"Station d'épuration, Windsor"
CA-QC-CT,Coaticook,subnational2,205,1675,L2851240,Sentier Nature Tomifobia--Secteur Curtis
CA-QC-TB,Thérèse-De Blainville,subnational2,204,4786,L2307422,Parc de la Rivière-des-Mille-Îles--Marais Miller
CA-QC-AS,Les Sources,subnational2,201,723,L796326,Etang Burbank
CA-QC-RD,La Rivière-du-Nord,subnational2,199,2e3,L1187943,RN Alfred-Kelly
CA-QC-JC,La Jacques-Cartier,subnational2,196,1606,L663124,Parc Les Marais du Nord
CA-QC-GR,Le Granit,subnational2,196,997,L767548,PN du Mt-Mégantic--zone générale
CA-QC-LCH,Les Chenaux,subnational2,194,489,L3826595,Parc de la rivière Batiscan--Secteur Barrage
CA-QC-CM,Shawinigan,subnational2,188,1282,L732370,PN La Mauricie--zone générale
CA-QC-MC,Maria-Chapdelaine,subnational2,186,1852,L4736131,Sentiers du Centre de ski de fond d'Albanel
CA-QC-HF,Le Haut-Saint-François,subnational2,181,901,L1542455,Parc écoforestier de Johnville
CA-QC-GSL,Le Golfe-du-Saint-Laurent,subnational2,179,321,L610536,"Littoral, Lourdes-de-Blanc-Sablon"
CA-QC-MP,La Matapédia,subnational2,178,282,L2870290,Lac Castonguay
CA-QC-HM,La Tuque,subnational2,169,934,L5723006,Parc des Chutes-de-la-Petite-Rivière-Bostonnais
CA-QC-PH,Les Pays-d'en-Haut,subnational2,165,964,L3061603,Parc du Corridor Aérobique--Lac St-François-Xavier
CA-QC-ME,Mékinac,subnational2,163,257,L721878,PN La Mauricie--Lac Normand
CA-QC-AC,Acton,subnational2,148,150,L4619459,Sentier pédestre Champagne-Grenier
CA-QC-NQ,Kativik,subnational2,137,293,L3423080,Aéroport de Kuujjuaq
CA-QC-CAN,Caniapiscau,subnational2,114,62,L4054352,Lac Daviault
CA-NS-HL,Halifax,subnational2,371,27842,L151222,Hartlen Point
CA-NS-SH,Shelburne,subnational2,352,7487,L797160,Bon Portage Island
CA-NS-YA,Yarmouth,subnational2,348,5068,L1020032,Outer Tuskets--Seal Island
CA-NS-YA,Yarmouth,subnational2,348,5068,L1020032,Outer Tuskets--Seal Island
CA-NS-DI,Digby,subnational2,322,3314,L153234,Brier Island
CA-NS-LU,Lunenburg,subnational2,311,13096,L324894,Cherry Hill Beach
CA-NS-KI,Kings,subnational2,306,12683,L1018798,Grand Pré--general area
CA-NS-PI,Pictou,subnational2,298,9706,L986048,Big Island
CA-NS-CB,Cape Breton,subnational2,297,5421,L446091,Schooner Pond
CA-NS-AP,Annapolis,subnational2,268,3364,L934131,French Basin Trail
CA-NS-CU,Cumberland,subnational2,268,3935,L769557,Amherst Point Migratory Bird Sanctuary
CA-NS-GU,Guysborough,subnational2,267,1156,L1829266,Town of Canso
CA-NS-QU,Queens,subnational2,264,1434,L163527,East Port Medway/W. Berlin/E. Berlin
CA-NS-VI,Victoria,subnational2,249,2577,L129653,Cape Breton Highlands NP
CA-NS-CO,Colchester,subnational2,236,1768,L2155356,Brookfield Wetlands & Nature Trail
CA-NS-IN,Inverness,subnational2,234,1575,L2297744,Chéticamp Island
CA-NS-AG,Antigonish,subnational2,226,792,L1247454,Pomquet Beach Park
CA-NS-HN,Hants,subnational2,222,1802,L344577,Windsor Sewage Lagoons
CA-NS-RI,Richmond,subnational2,219,596,L1613236,Point Michaud area
CA-NL-ON,Avalon Peninsula-St. John's,subnational2,375,31727,L299033,NL--Cape Spear
CA-NL-ON,Avalon Peninsula-St. John's,subnational2,375,31727,L299033,NL--Cape Spear
CA-NL-SE,Bonavista/Trinity-Clarenville,subnational2,263,3711,L625204,Terra Nova NP--Inner Newman Sound
CA-NL-NI,Northern Peninsula-St. Anthony,subnational2,262,2464,L991162,NL--Gros Morne NP
CA-NL-FO,St. George's-Stephenville,subnational2,258,2239,L1150662,NL--Stephenville Crossing
CA-NL-TE,Labrador-Happy Valley-Goose Bay,subnational2,256,5084,L1175793,NL--Labrador City
CA-NL-TR,South Coast-Channel-Port aux Basques,subnational2,226,682,L1286062,NL--JT Cheeseman PP
CA-NL-EI,Notre Dame Bay-Lewisporte,subnational2,216,1165,L1301591,NL--Lumsden
CA-NL-TW,Burin Peninsula-Marystown,subnational2,205,476,L3015311,NL--L'Anse au Loop T
CA-NL-FI,Humber District-Corner Brook,subnational2,189,2168,L3380604,NL--Pynn's Brook
CA-NL-SI,Central Newfoundland-Grand Falls-Windsor,subnational2,164,1131,L1239252,NL--Cobb's Pond Rotary Park
CA-NL-EL,Nunatsiavut-Nain,subnational2,132,87,L1232193,NL--Rigolet
CA-AB-SI,Calgary,subnational2,350,72128,L161199,Calgary--Inglewood Bird Sanctuary
CA-AB-SI,Calgary,subnational2,350,72128,L161199,Calgary--Inglewood Bird Sanctuary
CA-AB-FN,Banff,subnational2,308,16367,L430045,Bow Valley Provincial Park
CA-AB-ON,Medicine Hat,subnational2,300,8155,L892146,Cypress Hills PP--Elkwater Lake
CA-AB-EL,Edmonton,subnational2,294,27633,L772295,Cooking Lake
CA-AB-TW,Lethbridge,subnational2,294,7810,L351687,Kinbrook Island Provincial Park
CA-AB-TR,Fort MacLeod,subnational2,291,5482,L287659,Waterton Lakes National Park
CA-AB-TE,Camrose-Lloydminister,subnational2,283,13389,L1148117,Elk Island National Park
CA-AB-FI,Drumheller,subnational2,283,5812,L419095,Wyndham-Carseland Provincial Park
CA-AB-TV,St. Paul,subnational2,261,5243,L467641,Cold Lake
CA-AB-FT,Edson,subnational2,250,2149,L374122,Hinton--Maxwell Lake
CA-AB-EI,Red Deer,subnational2,250,3109,L387126,Red Deer--Gaetz Lake Sanctuary
CA-AB-TN,Athabasca,subnational2,247,2943,L606198,Meanook National Wildlife Area
CA-AB-ST,Fort McMurray,subnational2,246,6068,L1169054,Gregoire Lake Provincial Park
CA-AB-FO,Hanna,subnational2,241,1485,L1547965,Little Fish Lake Provincial Park
CA-AB-SE,Stettler,subnational2,237,2082,L4466023,Rochon Sands Provincial Park
CA-AB-NT,Grande Prairie,subnational2,235,2091,L521077,Saskatoon Island Provincial Park
CA-AB-SN,Slave Lake,subnational2,229,5421,L2084086,Cross Lake Provincial Park
CA-AB-NI,Rocky Mountain House,subnational2,217,772,L624014,Crimson Lake Provincial Park
CA-AB-ET,Grande Cache,subnational2,202,242,L2691862,Young's Point Provincial Park
CA-MB-ET,North Interlake Area,subnational2,304,6696,L797163,Delta Marsh--Delta Beach
CA-MB-EL,Winnipeg,subnational2,302,24243,L189097,FortWhyte Alive
CA-MB-ON,Eastern Manitoba - Eastman,subnational2,298,6705,L126164,Grand Beach PP
CA-MB-NI,Portage la Prairie Area,subnational2,295,1584,L17687,Delta Marsh WMA
CA-MB-FT,South Interlake,subnational2,294,3021,L17696,Oak Hammock Marsh PWMA
CA-MB-FT,South Interlake,subnational2,294,3021,L17696,Oak Hammock Marsh PWMA
CA-MB-TW,Steinbach Area,subnational2,294,5693,L126161,St. Adolphe (hawk watch)
CA-MB-FI,South West Westman,subnational2,277,2384,L126954,Whitewater Lake PWMA
CA-MB-SE,Brandon Area,subnational2,276,3002,L1882017,Brandon
CA-MB-TN,Selkirk Area,subnational2,275,3418,L1877704,Lockport
CA-MB-NT,North East Northern Region,subnational2,273,2719,L126163,Patricia Beach PP
CA-MB-EE,Churchill and Northern Manitoba,subnational2,269,8784,L299411,Churchill
CA-MB-SN,Dauphin,subnational2,259,1253,L349528,Riding Mountain NP
CA-MB-TR,Pembina Valley,subnational2,259,3527,L769561,Carman Sewage Lagoons
CA-MB-TV,Beausejour Area,subnational2,256,2834,L349487,Birds Hill PP
CA-MB-FN,Western Manitoba Westman,subnational2,247,1384,L1425002,Odanah Colony
CA-MB-EI,Central Manitoba - Central Plains,subnational2,242,559,NA,NA
CA-MB-SI,Virden Area,subnational2,238,565,L1028192,Oak Lake PP and Oak Lake
CA-MB-FO,Pilot Mound Area,subnational2,232,666,L126162,Windygates (hawk watch)
CA-MB-TO,Flin Flon and North West,subnational2,231,2596,L677808,Clearwater Lake PP
CA-MB-TE,Whitehorse Plains,subnational2,215,614,L1828212,Beaudry PP
CA-MB-TT,Swan River,subnational2,212,137,L1878014,Duck Mountain PP
CA-MB-TY,Thompson and North Central,subnational2,204,2848,L1025766,Thompson
CA-MB-ST,Roblin - Russell - Rossburn Area,subnational2,196,462,L1878453,Asessippi PP
CA-NB-CH,Charlotte,subnational2,325,20811,L164896,Castalia Marsh
CA-NB-CH,Charlotte,subnational2,325,20811,L164896,Castalia Marsh
CA-NB-SJ,Saint John,subnational2,300,2956,L467638,"Irving Nature Park, Saint John"
CA-NB-WE,Westmorland,subnational2,295,8022,L285886,Sackville Waterfowl Park
CA-NB-AL,Albert,subnational2,266,1893,L287673,Fundy National Park
CA-NB-KE,Kent,subnational2,265,1985,L353131,Parc National de Kouchibougouac
CA-NB-GL,Gloucester,subnational2,250,1094,L470456,Île de Miscou
CA-NB-NO,Northumberland,subnational2,247,3532,L426134,Miramichi--French Fort Cove
CA-NB-CA,Carleton,subnational2,236,1279,L3822400,Meduxnekeag Valley Nature Preserve--Vandine Falls
CA-NB-YO,York,subnational2,234,2413,L341520,Wilkin Field
CA-NB-KI,Kings,subnational2,223,2390,L3519937,Sussex water treatment facility
CA-NB-QU,Queens,subnational2,216,1643,L5092962,Jemseg
CA-NB-RE,Restigouche,subnational2,210,634,L5001208,Atholville--Station de Pompage et Marais (pump station and marsh)
CA-NB-SU,Sunbury,subnational2,204,757,NA,NA
CA-NB-MA,Madawaska,subnational2,186,355,L247757,"Ste-Anne (bassin 1), NB"
CA-NB-VI,Victoria,subnational2,158,183,L165057,Black Brook District
CA-SK-SI,Regina,subnational2,327,20586,L735304,Regina--Wascana Marsh (north & east sides incl. Douglas Park)
CA-SK-SI,Regina,subnational2,327,20586,L735304,Regina--Wascana Marsh (north & east sides incl. Douglas Park)
CA-SK-EL,Saskatoon,subnational2,315,8952,L268020,Last Mountain Lake NWA (general location)
CA-SK-SE,Moose Jaw,subnational2,281,2706,L286762,Chaplin Lake
CA-SK-FO,Maple Creek,subnational2,274,2188,L303008,Grasslands NP--West Block (General Location)
CA-SK-TV,Battleford,subnational2,269,2893,L1589720,Pike Lake Prov Park
CA-SK-FN,Prince Albert,subnational2,269,3010,L2316720,Humboldt Golf Course
CA-SK-FI,Melville,subnational2,263,899,L3965982,Ekapo Lake--east end
CA-SK-ON,Estevan,subnational2,262,846,L371173,Moose Mountain Provincial Park
CA-SK-ST,North Battleford,subnational2,259,1187,L386704,Prince Albert NP--Waskesiu
CA-SK-EI,Swift Current,subnational2,255,1837,L381507,Saskatchewan Landing Provincial Park
CA-SK-NI,Yorkton,subnational2,255,856,L351696,Duck Mountain Provincial Park
CA-SK-TE,Wynyard,subnational2,248,655,L797118,Mud Lake
CA-SK-TW,Weyburn,subnational2,241,680,L3665258,Yellowgrass Grid
CA-SK-SN,Lloydminster,subnational2,233,492,L3705091,Turtle Lake Nature Sanctuary
CA-SK-FT,Melfort,subnational2,226,566,L3151605,Greenwater Lake Prov Park
CA-SK-ET,La Ronge,subnational2,225,908,L3078659,Dore Lake
CA-SK-TR,Assiniboia,subnational2,224,1149,L624051,Grasslands NP--East Block (General Location)
CA-SK-TN,Kindersley,subnational2,193,227,L3103780,Manitou Lake--Suffern Lake Reg Park
CA-YT-YT,Yukon,subnational2,301,22269,L784707,Teslin Lake--Teslin Lake Bird Observatory
CA-YT-YT,Yukon,subnational2,301,22269,L784707,Teslin Lake--Teslin Lake Bird Observatory
CA-NT-FS,Fort Smith,subnational2,260,6491,L346329,Fort Simpson
CA-NT-FS,Fort Smith,subnational2,260,6491,L346329,Fort Simpson
CA-NT-IN,Inuvik,subnational2,221,1151,L1326929,Inuvik--sewage ponds
CA-PE-QU,Queens,subnational2,238,5402,L465686,Prince Edward Island National Park--Long Pond
CA-PE-KI,Kings,subnational2,228,2171,L272587,"East Point, PEI"
CA-PE-KI,Kings,subnational2,228,2171,L272587,"East Point, PEI"
CA-PE-PR,Prince,subnational2,223,1031,L4671272,Sunbury Cove--West Side
CA-NU-QK,Baffin,subnational2,208,3127,L1287185,Akimiski island--OMNR base camp
CA-NU-QK,Baffin,subnational2,208,3127,L1287185,Akimiski island--OMNR base camp
CA-NU-KV,Keewatin,subnational2,160,1105,L346200,Coats Island
CA-NU-KT,Kitikmeot,subnational2,127,768,L2980731,Cambridge Bay--Road to Mount Pelly
US-CA-073,San Diego,subnational2,539,142340,L241743,Fort Rosecrans National Cemetery
US-CA-037,Los Angeles,subnational2,536,198908,L597658,Malibu Lagoon
US-CA-083,Santa Barbara,subnational2,500,45616,L615794,Devereux Slough
US-CA-041,Marin,subnational2,498,65655,L109311,Pt. Reyes--Outer Point
US-CA-053,Monterey,subnational2,494,73435,L109487,Andrew Molera SP--Big Sur River mouth
US-CA-059,Orange,subnational2,481,76461,L109339,San Joaquin Wildlife Sanctuary
US-CA-023,Humboldt,subnational2,474,67272,L189487,Arcata Marsh and Wildlife Sanctuary
US-CA-111,Ventura,subnational2,471,44717,L373997,Pt. Mugu Naval Air Station (restricted access)
US-CA-075,San Francisco,subnational2,470,60042,L329116,Southeast Farallon Island (SF Co.)
US-CA-075,San Francisco,subnational2,470,60042,L329116,Southeast Farallon Island (SF Co.)
US-CA-065,Riverside,subnational2,458,45842,L163561,San Jacinto Wildlife Area
US-CA-079,San Luis Obispo,subnational2,449,39455,L208487,Oso Flaco Lake
US-CA-081,San Mateo,subnational2,448,75840,L459755,Pescadero Marsh
US-CA-071,San Bernardino,subnational2,442,41859,L350673,Zzyzx--Desert Studies Center
US-CA-087,Santa Cruz,subnational2,441,93966,L200588,Natural Bridges SB
US-CA-029,Kern,subnational2,432,47440,L109437,Galileo Hill--Silver Saddle Ranch and Club (restricted access)
US-CA-097,Sonoma,subnational2,430,44585,L109489,Bodega Bay--general area
US-CA-027,Inyo,subnational2,416,29890,L246739,Death Valley NP--Furnace Creek
US-CA-025,Imperial,subnational2,407,24679,L326350,Salton Sea--south end
US-CA-045,Mendocino,subnational2,407,33384,L333876,Ukiah WWTP
US-CA-001,Alameda,subnational2,405,54345,L225431,Hayward Regional Shoreline
US-CA-015,Del Norte,subnational2,399,9065,L375293,Alexandre Dairy
US-CA-085,Santa Clara,subnational2,380,57822,L152122,Palo Alto Baylands
US-CA-013,Contra Costa,subnational2,371,42365,L777869,Bethel Island--Piper Slough
US-CA-051,Mono,subnational2,362,19244,L270903,Mono Lake County Park
US-CA-077,San Joaquin,subnational2,352,14095,L468377,Lodi Lake Nature Area
US-CA-113,Yolo,subnational2,345,31837,L443535,Yolo Bypass Wildlife Area
US-CA-095,Solano,subnational2,337,14472,L371137,Grizzly Island Wildlife Area
US-CA-107,Tulare,subnational2,332,16919,L573559,Lake Success
US-CA-067,Sacramento,subnational2,330,62939,L656782,Cosumnes River Preserve
US-CA-019,Fresno,subnational2,328,13368,L188972,Lost Lake Rec Area (FRE Co.)
US-CA-063,Plumas,subnational2,315,12948,L358926,Lake Almanor--Hwy 36 Causeway
US-CA-061,Placer,subnational2,313,12645,L507168,Lincoln WTP
US-CA-093,Siskiyou,subnational2,313,13087,L639242,Tule Lake NWR (SIS Co.)
US-CA-055,Napa,subnational2,311,8679,L590812,Napa-Sonoma Marshes WA--Huichica Creek Unit
US-CA-007,Butte,subnational2,310,14826,L368257,Gray Lodge Wildlife Area
US-CA-089,Shasta,subnational2,310,11343,L109431,Fall River Valley
US-CA-033,Lake,subnational2,308,7855,L376418,Rodman Slough--Nice Lucerne Cutoff
US-CA-017,El Dorado,subnational2,307,10982,L1259871,Tahoe Marsh--via San Francisco Ave.
US-CA-069,San Benito,subnational2,301,13076,L129142,Paicines Reservoir
US-CA-099,Stanislaus,subnational2,300,10251,L246766,Modesto WTP (restricted access)
US-CA-035,Lassen,subnational2,297,4062,L109419,Eagle Lake
US-CA-047,Merced,subnational2,297,7361,L210732,Merced NWR
US-CA-031,Kings,subnational2,295,4830,L1674368,TLDD--Hacienda Evaporation Basin (restricted access)
US-CA-039,Madera,subnational2,293,5046,L344663,Madera WTP
US-CA-103,Tehama,subnational2,284,7687,L819459,Red Bluff Rec Area
US-CA-049,Modoc,subnational2,282,3065,L589213,Modoc NWR
US-CA-043,Mariposa,subnational2,280,19741,L197804,Yosemite Valley
US-CA-091,Sierra,subnational2,280,7055,L109258,Sierra Valley (SIE Co.)
US-CA-021,Glenn,subnational2,272,4956,L168785,Sacramento NWR
US-CA-011,Colusa,subnational2,271,6243,L303500,Colusa NWR
US-CA-057,Nevada,subnational2,269,11667,L765674,Boca Reservoir and vicinity
US-CA-005,Amador,subnational2,267,6470,L486218,Ione WTP
US-CA-101,Sutter,subnational2,266,4769,L212861,Bobelaine Audubon Sanctuary
US-CA-009,Calaveras,subnational2,262,4815,L372292,Salt Springs Valley Reservoir
US-CA-115,Yuba,subnational2,262,3205,L590438,Marysville Sewage Ponds
US-CA-003,Alpine,subnational2,261,3514,L272916,Indian Creek Reservoir
US-CA-105,Trinity,subnational2,252,2784,L512446,Lewiston Lake
US-CA-109,Tuolumne,subnational2,252,8105,L579827,Groveland CSD Sewage Treatment Plant
US-TX-061,Cameron,subnational2,453,54760,L129005,Laguna Atascosa NWR (LTC 024)
US-TX-355,Nueces,subnational2,438,38612,L302786,Corpus Christi--Hazel Bazemore Park (CTC 078)
US-TX-215,Hidalgo,subnational2,435,67555,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)
US-TX-167,Galveston,subnational2,423,58817,L209616,High Island--Boy Scout Woods (UTC 055)
US-TX-201,Harris,subnational2,413,91512,L266064,San Jacinto Battleground (UTC 041)
US-TX-007,Aransas,subnational2,410,20354,L130767,Aransas NWR (CTC 037) (Aransas Co.)
US-TX-007,Aransas,subnational2,410,20354,L130767,Aransas NWR (CTC 037) (Aransas Co.)
US-TX-007,Aransas,subnational2,410,20354,L130767,Aransas NWR (CTC 037) (Aransas Co.)
US-TX-057,Calhoun,subnational2,410,4205,L245722,Port O'Connor
US-TX-039,Brazoria,subnational2,409,20733,L248659,Quintana Neotropical Bird Sanctuary (UTC 121)
US-TX-029,Bexar,subnational2,407,38422,L160563,Mitchell Lake Audubon Center (HOTE 103)
US-TX-453,Travis,subnational2,403,75540,L130766,Hornsby Bend (HOTE 037)
US-TX-043,Brewster,subnational2,398,20176,L128907,Big Bend NP--Rio Grande Village (FWTX 44)
US-TX-273,Kleberg,subnational2,384,8446,L375162,King Ranch--Santa Gertrudis Unit (CTC 087)
US-TX-321,Matagorda,subnational2,383,5157,L2024575,Mad Island WMA- Crab Lake area
US-TX-245,Jefferson,subnational2,381,50737,L158397,Sabine Woods (UTC 026)
US-TX-439,Tarrant,subnational2,378,30266,L122362,Arlington--Village Creek Drying Beds (PPW-W 083)
US-TX-409,San Patricio,subnational2,376,5322,L710729,Welder Wildlife Foundation Park
US-TX-491,Williamson,subnational2,374,25563,L294849,Granger Lake Area (HOTE 031)
US-TX-261,Kenedy,subnational2,370,3715,L507911,King Ranch--Norias Division (Kenedy Co.)
US-TX-071,Chambers,subnational2,362,22743,L128874,Anahuac NWR (UTC 049)
US-TX-141,El Paso,subnational2,362,4952,L129066,Rio Bosque Park (Socorro) (FWTX 11)
US-TX-303,Lubbock,subnational2,354,7824,L233254,Lubbock- Clapp Park
US-TX-427,Starr,subnational2,354,10711,L128962,Falcon State Park (LTC 084)
US-TX-391,Refugio,subnational2,349,3640,L284462,Guadalupe Delta WMA--Refugio Co. (CTC 036)
US-TX-021,Bastrop,subnational2,348,6646,L1109549,Utley area
US-TX-181,Grayson,subnational2,348,10317,L815117,Hagerman NWR
US-TX-027,Bell,subnational2,347,5230,L578869,Stillhouse Hollow Lake- Union Grove WMA
US-TX-113,Dallas,subnational2,346,26183,L270567,White Rock Lake & Old Fish Hatchery (PPW-W 086)
US-TX-489,Willacy,subnational2,344,2766,L269006,El Canelo Ranch/The Inn at El Canelo (LTC 010)
US-TX-157,Fort Bend,subnational2,340,12906,L141106,Brazos Bend SP (UTC 117)
US-TX-479,Webb,subnational2,335,5984,L302783,Lake Casa Blanca Intl. SP (HOTE 117)
US-TX-463,Uvalde,subnational2,334,5982,L499773,Cook's Slough Nature Ctr. (HOTW 025)
US-TX-311,McMullen,subnational2,333,2103,L284174,Choke Canyon SP--Calliham Unit (McMullen Co.)(CTC 082)
US-TX-329,Midland,subnational2,333,4329,L981552,Midland- I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55)
US-TX-469,Victoria,subnational2,333,2303,L569909,Victoria- Riverside Park (CTC 027)
US-TX-231,Hunt,subnational2,331,2841,L260437,Lake Tawakoni SP (PPW-E 078) (Hunt Co.)
US-TX-187,Guadalupe,subnational2,329,15900,L213585,Warbler Woods
US-TX-243,Jeff Davis,subnational2,329,10893,L128950,Davis Mountains  SP (FWTX 23)
US-TX-381,Randall,subnational2,328,6225,L297765,Buffalo Lake NWR (PHP 039)
US-TX-467,Van Zandt,subnational2,328,6824,L405331,Lake Tawakoni Dam (Van Zandt Co.) (incl. Sabine R. bottomland)
US-TX-389,Reeves,subnational2,327,2864,L129010,Lake Balmorhea (FWTX 20)
US-TX-465,Val Verde,subnational2,326,2614,L128872,Amistad NRA (HOTW 010)
US-TX-121,Denton,subnational2,322,10612,L1050285,Lewisville Lake--Environmental Learning Area (LLELA)
