region_code,region_name,region_level,n_species,n_checklists,top_hotspot,hotspot_name
US-PA-123,Warren,subnational2,225,1798,L129770,Akeley Swamp IBA
US-PA-037,Columbia,subnational2,222,2106,L1415179,State Game Lands 226
US-PA-109,Snyder,subnational2,219,1697,L387785,Faylor Lake
US-PA-015,Bradford,subnational2,218,3242,L1557994,Taylor Rd. Marsh
US-PA-057,Fulton,subnational2,217,1922,L207536,Meadow Grounds Lake
US-PA-131,Wyoming,subnational2,217,1532,L1652625,Lake Carey
US-PA-047,Elk,subnational2,213,1283,L1019191,Buzzard Swamp (Elk Co.)
US-PA-127,Wayne,subnational2,212,3243,L2189603,Prompton SP--North Trailhead
US-PA-053,Forest,subnational2,211,2145,L913752,Buzzard Swamp (Forest Co.)
US-PA-105,Potter,subnational2,207,2251,L727942,Lyman Run SP
US-PA-113,Sullivan,subnational2,207,1331,L1415207,State Game Lands 13--Splashdam Pond
US-PA-065,Jefferson,subnational2,205,1433,L768072,Clear Creek SP
US-PA-069,Lackawanna,subnational2,204,3287,L958405,Lackawanna SP
US-PA-059,Greene,subnational2,200,2201,L2983420,State Game Lands 223
US-PA-023,Cameron,subnational2,199,714,L1437188,Sinnemahoning SP--George B. Stevenson Reservoir
US-SC-019,Charleston,subnational2,394,40263,L267984,Cape Romain NWR--Bulls Island
US-SC-043,Georgetown,subnational2,356,11186,L124353,Huntington Beach SP
US-SC-043,Georgetown,subnational2,356,11186,L124353,Huntington Beach SP
US-SC-013,Beaufort,subnational2,328,13903,L304911,Hunting Island SP
US-SC-053,Jasper,subnational2,323,6429,L165592,Savannah Spoil Site (Restricted Access)
US-SC-051,Horry,subnational2,312,4398,L275683,Myrtle Beach SP
US-SC-029,Colleton,subnational2,311,6248,L191760,Bear Island WMA (fall and winter restricted access)
US-SC-027,Clarendon,subnational2,278,2421,L821911,Santee NWR--Bluff Unit (fall and winter restricted access)
US-SC-015,Berkeley,subnational2,269,3583,L124369,Francis Marion NF
US-SC-079,Richland,subnational2,264,8796,L109521,Congaree NP (Congaree Swamp)
US-SC-007,Anderson,subnational2,260,3704,L1743478,"Dobbins Farm, Townville SC (sensitive site - respect farm operations)"
US-SC-075,Orangeburg,subnational2,251,2542,L469593,Santee SP
US-SC-077,Pickens,subnational2,249,4155,L1131304,Clemson Aquaculture/Calhoun Laboratory Field
US-SC-045,Greenville,subnational2,248,14807,L355782,Lake Conestee Nature Park
US-SC-063,Lexington,subnational2,246,5918,L684279,Saluda Shoals Park
US-SC-003,Aiken,subnational2,245,10927,L109524,Silver Bluff Audubon Center & Sanctuary
US-SC-035,Dorchester,subnational2,230,3287,L109522,Francis Beidler Forest Audubon Center & Sanctuary
US-SC-073,Oconee,subnational2,228,2463,L445873,Devils Fork SP
US-SC-089,Williamsburg,subnational2,221,823,L1398034,Hemingway Sewage Treatment Ponds
US-SC-083,Spartanburg,subnational2,210,43349,L1174307,Cottonwood Trail
US-SC-011,Barnwell,subnational2,207,774,L2578530,Savannah River Site--Restricted Access
US-SC-049,Hampton,subnational2,206,814,L758462,Webb Wildlife Center
US-SC-065,McCormick,subnational2,206,705,L3462729,Lake Strom Thurmond--Below Dam Rec Area
US-SC-055,Kershaw,subnational2,202,2471,L5621704,Camden Revolutionary War Park
US-SC-085,Sumter,subnational2,200,952,L303688,Poinsett State Park
US-SC-091,York,subnational2,197,1808,L557021,Kings Mountain SP
US-SC-017,Calhoun,subnational2,196,420,L293629,Congaree Bluffs Heritage Preserve
US-SC-025,Chesterfield,subnational2,194,937,L109520,Carolina Sandhills NWR
US-SC-047,Greenwood,subnational2,178,1332,L1353810,Ninety Six National Historic Site--Star Fort Pond
US-SC-005,Allendale,subnational2,177,585,L589098,Allendale Kite Fields
US-SC-059,Laurens,subnational2,175,876,L299503,Musgrove Mill State Historic Site
US-SC-031,Darlington,subnational2,174,680,L165916,Kalmia Gardens
US-SC-041,Florence,subnational2,174,523,L2683108,Lynches River County Park
US-SC-023,Chester,subnational2,169,265,L451235,Landsford Canal State Historic Site (west)
US-SC-061,Lee,subnational2,169,353,L305551,Lee State Park
US-SC-069,Marlboro,subnational2,168,95,L1150341,Lake Wallace
US-SC-071,Newberry,subnational2,168,345,L294624,Lynch's Woods Park
US-SC-081,Saluda,subnational2,168,176,NA,NA
US-SC-039,Fairfield,subnational2,166,187,L656159,Lake Wateree State Recreation Area
US-SC-087,Union,subnational2,158,323,L302835,Tyger River WMA
US-SC-021,Cherokee,subnational2,156,394,L740608,Cowpens National Battlefield
US-SC-057,Lancaster,subnational2,155,252,L296466,Forty Acre Rock Heritage Preserve
US-SC-067,Marion,subnational2,155,90,L3522448,Woodbury WMA
US-SC-037,Edgefield,subnational2,147,366,L1166167,Sumter NF--Lick Fork Lake Recreation Area
US-SC-033,Dillon,subnational2,136,182,L613477,Little Pee Dee SP
US-SC-009,Bamberg,subnational2,134,76,L1069013,Rivers Bridge SP
US-SC-001,Abbeville,subnational2,130,192,L3917425,Calhoun Falls State Park
US-ID-001,Ada,subnational2,330,33457,L249812,Blacks Creek Bird Reserve
US-ID-051,Jefferson,subnational2,314,2786,L109176,Camas NWR
US-ID-051,Jefferson,subnational2,314,2786,L109176,Camas NWR
US-ID-043,Fremont,subnational2,291,2098,L196761,Harriman SP
US-ID-013,Blaine,subnational2,290,3277,L352584,Silver Creek Preserve--General
US-ID-027,Canyon,subnational2,286,9471,L234583,Fort Boise WMA
US-ID-039,Elmore,subnational2,277,2861,L812291,Ted Trueblood Wildlife Area
US-ID-069,Nez Perce,subnational2,277,4713,L165307,Mann Lake
US-ID-083,Twin Falls,subnational2,274,3115,L884774,Auger Falls Trail
US-ID-073,Owyhee,subnational2,273,5407,L717614,CJ Strike WMA--Jack's Creek
US-ID-005,Bannock,subnational2,271,1609,L109173,American Falls Reservoir
US-ID-017,Bonner,subnational2,267,2842,L799515,Sunnyside Rd.
US-ID-077,Power,subnational2,265,838,L199875,American Falls Fish Hatchery
US-ID-085,Valley,subnational2,263,5081,L353105,Lake Cascade--South
US-ID-057,Latah,subnational2,262,17321,L318143,Spring Valley Reservoir
US-ID-011,Bingham,subnational2,258,760,L354285,Springfield Lake
US-ID-019,Bonneville,subnational2,258,2307,L109179,Grays Lake NWR
US-ID-055,Kootenai,subnational2,258,5701,L1792334,Hauser Lake
US-ID-031,Cassia,subnational2,256,2219,L2517380,City of Rocks--General
US-ID-037,Custer,subnational2,247,1620,L2392377,Stanley Lake
US-ID-065,Madison,subnational2,246,1129,L466951,Beaver Dick Park
US-ID-059,Lemhi,subnational2,244,2876,L2130524,Salmon Sewer Lagoon
US-ID-049,Idaho,subnational2,242,1965,L302080,Tolo Lake
US-ID-047,Gooding,subnational2,237,1423,L190825,Hagerman WMA--General
US-ID-015,Boise,subnational2,231,2254,L940417,Bogus Basin
US-ID-021,Boundary,subnational2,229,1650,L109181,Kootenai NWR
US-ID-003,Adams,subnational2,226,2410,L765722,Ben Ross Reservoir
US-ID-007,Bear Lake,subnational2,223,454,L109174,Bear Lake NWR--Rainbow Unit
US-ID-067,Minidoka,subnational2,223,512,L356665,Lake Walcott SP
US-ID-009,Benewah,subnational2,219,1924,L350737,Heyburn SP--General
US-ID-045,Gem,subnational2,217,784,L548187,Montour WMA
US-ID-023,Butte,subnational2,215,672,L109177,Craters of the Moon National Monument--General
US-ID-087,Washington,subnational2,212,721,L886866,Mann Creek Reservoir
US-ID-029,Caribou,subnational2,206,291,L980171,Alexander Reservoir
US-ID-079,Shoshone,subnational2,205,1343,L993816,Shadow Falls
US-ID-035,Clearwater,subnational2,204,573,L2182637,Deyo Reservoir
US-ID-025,Camas,subnational2,202,644,L157588,Camas Centennial Marsh
US-ID-081,Teton,subnational2,198,1078,L829681,Packsaddle Rd. at Teton River
US-ID-071,Oneida,subnational2,197,493,L953496,Black Pine Rd. at Stone Hills
US-ID-075,Payette,subnational2,196,871,L3320962,Payette River WMA--Birding Island South
US-ID-033,Clark,subnational2,190,365,L1222974,Sheridan Reservoir
US-ID-041,Franklin,subnational2,189,208,L109184,Oxford Slough
US-ID-053,Jerome,subnational2,186,312,L1857352,Wilson Lake Reservoir
US-ID-061,Lewis,subnational2,161,184,L233527,Winchester Lake SP
US-ID-063,Lincoln,subnational2,136,132,L2817584,Shoshone BLM Field Office
US-IL-031,Cook,subnational2,390,165811,L161180,"Montrose Point, Lincoln Park, Chicago"
US-IL-031,Cook,subnational2,390,165811,L161180,"Montrose Point, Lincoln Park, Chicago"
US-IL-097,Lake,subnational2,353,56529,L152655,Illinois Beach SP--South Unit
US-IL-027,Clinton,subnational2,329,6591,L2348996,Carlyle Lake (Clinton Co.)
US-IL-043,DuPage,subnational2,315,67388,L152637,FermiLab (DuPage Co.)
US-IL-201,Winnebago,subnational2,315,12135,L353368,Rock Cut State Park
US-IL-119,Madison,subnational2,312,9567,L200627,Horseshoe Lake State Park
US-IL-089,Kane,subnational2,311,29764,L152688,Nelson Lake Marsh Nature Preserve/Dick Young Forest Preserve
US-IL-197,Will,subnational2,306,22057,L252503,Whalon Lake Forest Preserve
US-IL-125,Mason,subnational2,304,3475,L160183,Chautauqua NWR
US-IL-113,McLean,subnational2,301,9224,L293830,Evergreen Lake (McLean Co.)
US-IL-167,Sangamon,subnational2,301,5746,L164830,"Lincoln Memorial Garden Park, Lake Springfield"
US-IL-057,Fulton,subnational2,295,3224,L1277623,Emiquon Preserve--Visitor's Center
US-IL-203,Woodford,subnational2,295,4291,L5657694,"Coal Miner's Trail, Minonk"
US-IL-019,Champaign,subnational2,291,11899,L217019,Homer Lake State Conservation Area
US-IL-091,Kankakee,subnational2,291,10616,L1337096,"Perry Farm Park, Bourbonnais"
US-IL-051,Fayette,subnational2,289,986,L334211,Carlyle Lake FWA (Fayette Co.)
US-IL-137,Morgan,subnational2,289,1098,L1095900,Meredosia NWR
US-IL-143,Peoria,subnational2,287,4523,L340501,Banner Marsh FWA-- East Access (Peoria Co.)
US-IL-111,McHenry,subnational2,285,13585,L152642,Glacial Park Conservation Area
US-IL-179,Tazewell,subnational2,284,6666,L305629,Spring Lake State FWA
US-IL-195,Whiteside,subnational2,284,2257,L649794,"Lock & Dam 13, Fulton"
US-IL-039,De Witt,subnational2,283,2007,L164719,Clinton Lake SRA--Radio Tower Access
US-IL-115,Macon,subnational2,283,1258,L200363,Rock Springs Center (Macon Co.)
US-IL-029,Coles,subnational2,282,5681,L298551,Lake Charleston
US-IL-099,La Salle,subnational2,282,4251,L164820,Starved Rock State Park
US-IL-155,Putnam,subnational2,281,1978,L164819,Dixon Waterfowl Refuge at Hennepin-Hopper Lakes
US-IL-199,Williamson,subnational2,280,7573,L1095884,Crab Orchard NWR
US-IL-133,Monroe,subnational2,278,1250,L1000645,Kidd Lake Marsh State Natural Area
US-IL-063,Grundy,subnational2,277,3565,L356690,Goose Lake Prairie State Park
US-IL-077,Jackson,subnational2,277,6987,L405126,Oakwood Bottoms--Big Muddy Levee Rd
US-IL-141,Ogle,subnational2,275,1629,L429621,Lowden-Miller State Forest
US-IL-037,DeKalb,subnational2,274,3358,L392428,Afton Forest Preserve
US-IL-163,St. Clair,subnational2,274,20309,L874269,Silver Creek Preserve
US-IL-015,Carroll,subnational2,273,2236,L304115,"Upper Mississippi River NWR--Lost Mound (Carroll Co., public areas)"
US-IL-181,Union,subnational2,273,2616,L165316,Union County Conservation Area
US-IL-093,Kendall,subnational2,269,6569,L292841,Silver Springs State Park
US-IL-103,Lee,subnational2,269,1939,L973219,Green River State FWA
US-IL-127,Massac,subnational2,267,1739,L200349,Mermet Lake
US-IL-139,Moultrie,subnational2,266,880,L1307951,Lake Shelbyville FWMA--Fish Hook Waterfowl Refuge
US-IL-161,Rock Island,subnational2,262,3572,L4396566,Hennepin Trail
US-IL-055,Franklin,subnational2,261,1615,L1348542,Wayne Fitzgerrell State Park
US-IL-003,Alexander,subnational2,257,1430,L302711,Horseshoe Lake Conservation Area
US-IL-123,Marshall,subnational2,257,1011,L1829031,Marshall County State Conservation Area -- Marshall Unit
US-IL-007,Boone,subnational2,255,1517,L1512122,Garden Prairie Slough
US-IL-009,Brown,subnational2,255,504,L1602103,Spunky Bottoms
US-IL-011,Bureau,subnational2,252,1867,L1601121,McCune Sand Prairie
US-IL-183,Vermilion,subnational2,252,1537,L219668,Kickapoo State Park
US-IL-017,Cass,subnational2,251,551,L2355551,Jim Edgar Panther Creek State Fish & Wildlife Area
US-IL-013,Calhoun,subnational2,250,932,L1095932,Two Rivers NWR (Calhoun Co.)
US-IL-001,Adams,subnational2,249,1513,L337420,Siloam Springs State Park (Adams Co.)
US-IL-153,Pulaski,subnational2,249,1733,L479638,Cypress Creek NWR--Bellrose Tract
US-IL-075,Iroquois,subnational2,247,847,L903273,Milford Water Treatment Plant
US-IL-083,Jersey,subnational2,247,885,L385665,Pere Marquette State Park
US-IL-087,Johnson,subnational2,247,2514,L250775,Cache River State Natural Area (Johnson Co.)
US-IL-081,Jefferson,subnational2,246,1170,L164827,Rend Lake--Ward Branch (Jefferson Co.)
US-IL-157,Randolph,subnational2,245,1017,L4164191,Kaskaskia Island
US-IL-173,Shelby,subnational2,245,665,L822533,Wolf Creek State Park
US-IL-041,Douglas,subnational2,239,902,L164734,Arcola Marsh
US-IL-129,Menard,subnational2,239,2319,L2410968,New Salem State Park
US-IL-073,Henry,subnational2,235,2e3,L385813,Johnson Sauk Trail State Park
US-IL-177,Stephenson,subnational2,234,554,L1262839,Ridott oxbows
US-IL-085,Jo Daviess,subnational2,233,888,L2951583,"Upper Mississippi River NWR--Lost Mound (Jo Daviess Co., out-of-bounds)"
US-IL-105,Livingston,subnational2,233,840,L2885380,Humiston Woods Nature Preserve
US-IL-121,Marion,subnational2,232,852,L712093,Stephen A. Forbes State Park
US-IL-095,Knox,subnational2,231,925,L142157,"Lake Storey Park, Galesburg"
US-IL-079,Jasper,subnational2,230,860,L208706,Prairie Ridge State Natural Area (Jasper Co.)
US-IL-005,Bond,subnational2,229,895,L1532918,Carlyle Lake--Tamalco Access Area (Bond Co.)
US-IL-147,Piatt,subnational2,229,750,L218750,Allerton Park (Piatt Co.)
US-IL-145,Perry,subnational2,227,599,L327006,Pyramid State Park
US-IL-067,Hancock,subnational2,220,508,L4506884,"Jaycee Park, Carthage"
US-IL-175,Stark,subnational2,220,519,L3083450,Rock Island Trail--Spoon River Bridge
US-IL-185,Wabash,subnational2,217,145,L260773,Beall Woods State Park
US-IL-047,Edwards,subnational2,216,541,L2699928,West Salem Reservoir
US-IL-107,Logan,subnational2,215,603,L3642729,Edward R. Madigan State Park
US-IL-021,Christian,subnational2,214,526,L900773,Anderson Prairie Park
US-IL-191,Wayne,subnational2,211,237,L2591136,Bailey Wetlands (Wayne Co.)
US-IL-071,Henderson,subnational2,205,429,L736656,Big River State Forest
US-IL-131,Mercer,subnational2,205,435,L453216,Port Louisa NWR
US-IL-187,Warren,subnational2,205,315,L272858,Blackthorn Hill Nature Preserve
US-IL-023,Clark,subnational2,204,336,L857433,Lincoln Trail State Park
US-IL-101,Lawrence,subnational2,204,236,L260760,Red Hills State Park
US-IL-049,Effingham,subnational2,203,540,L275684,Ballard Nature Center
US-IL-165,Saline,subnational2,201,274,L1116728,Saline County State Fish & Wildlife Area
US-IL-053,Ford,subnational2,200,493,L883874,Sibley Grove
US-IL-117,Macoupin,subnational2,200,484,L857787,Beaver Dam State Park
US-IL-135,Montgomery,subnational2,198,577,L995998,Bremer Wildlife Sanctuary
US-IL-035,Cumberland,subnational2,195,382,L1449023,Lake Mattoon (Cumberland Co.)
US-IL-149,Pike,subnational2,194,264,L5123102,Lake Pittsfield
US-IL-169,Schuyler,subnational2,193,345,L855673,Weinberg-King State Park
US-IL-171,Scott,subnational2,193,164,NA,NA
US-IL-151,Pope,subnational2,192,369,L2078776,Bell Smith Springs Recreation Area
US-IL-109,McDonough,subnational2,191,481,L855674,Argyle Lake State Park
US-IL-045,Edgar,subnational2,190,279,L1422046,Universal/Peabody Strip Mine Illinois
US-IL-059,Gallatin,subnational2,190,159,L2208763,Shawnee National Forest--Rim Rock
US-IL-159,Richland,subnational2,190,269,L1211900,East Fork Lake
US-IL-065,Hamilton,subnational2,188,246,L1117526,Hamilton County State Fish & Wildlife Area
US-IL-193,White,subnational2,182,1207,L3608524,I-64 Wabash River Rest Stop westbound
US-IL-061,Greene,subnational2,181,239,NA,NA
US-IL-189,Washington,subnational2,177,777,L1118312,Washington County State Recreation Area
US-IL-025,Clay,subnational2,152,164,L2710974,Gaskin Lake
US-IL-033,Crawford,subnational2,143,100,L4469146,Crawford County State Fish and Wildlife Area
US-IL-069,Hardin,subnational2,122,142,L2208770,Cave-In-Rock State Park
US-MI-033,Chippewa,subnational2,346,18493,L140452,Whitefish Point
US-MI-033,Chippewa,subnational2,346,18493,L140452,Whitefish Point
US-MI-021,Berrien,subnational2,331,16979,L218838,Tiscornia Park
US-MI-115,Monroe,subnational2,319,9591,L248057,Pte. Mouillee SGA
US-MI-163,Wayne,subnational2,318,22209,L275577,Belle Isle
US-MI-003,Alger,subnational2,305,3282,L728711,Grand Marais
US-MI-139,Ottawa,subnational2,305,18990,L576379,Holland SP
US-MI-005,Allegan,subnational2,303,13633,L385489,Allegan SGA (general)
US-MI-099,Macomb,subnational2,303,20589,L388494,Lake St. Clair Metropark (Metro Beach Metropark)
US-MI-017,Bay,subnational2,301,15444,L577756,Nayanquing Point SWA
US-MI-121,Muskegon,subnational2,301,11186,L279820,Muskegon Wastewater System
US-MI-061,Houghton,subnational2,298,4092,L1596680,Sturgeon River Sloughs WA (North Unit)
US-MI-069,Iosco,subnational2,298,12457,L232597,Tawas Point SP
US-MI-103,Marquette,subnational2,296,7277,L888959,Presque Isle Park
US-MI-161,Washtenaw,subnational2,296,61455,L320822,Nichols Arboretum
US-MI-101,Manistee,subnational2,292,9494,L771843,Arcadia Marsh
US-MI-063,Huron,subnational2,291,5207,L352698,Port Crescent SP
US-MI-145,Saginaw,subnational2,291,8178,L267398,Shiawassee NWR--Wildlife Drive
US-MI-147,St. Clair,subnational2,290,6051,L389774,Port Huron SGA
US-MI-041,Delta,subnational2,289,2636,L724261,Peninsula Point
US-MI-065,Ingham,subnational2,285,17016,L509590,Fenner Nature Center
US-MI-083,Keweenaw,subnational2,283,1992,L504572,Copper Harbor (town)
US-MI-081,Kent,subnational2,280,38887,L350111,Reed's Lake
US-MI-125,Oakland,subnational2,280,43234,L389645,Kensington Metropark (Oakland Co.)
US-MI-013,Baraga,subnational2,275,1597,L987533,Sturgeon River Sloughs WA (South Unit)
US-MI-093,Livingston,subnational2,275,12483,L814019,Kensington Metropark (Livingston Co.)
US-MI-105,Mason,subnational2,275,3418,L192946,Ludington SP
US-MI-089,Leelanau,subnational2,274,9732,L490116,Little Glen Park
US-MI-077,Kalamazoo,subnational2,273,13639,L886087,Kleinstuck Preserve
US-MI-015,Barry,subnational2,272,12819,L612006,Pierce Cedar Creek Institute
US-MI-055,Grand Traverse,subnational2,270,10663,L859757,Boardman Lake--Logans Landing
US-MI-111,Midland,subnational2,270,12978,L166068,Chippewa Nature Center
US-MI-019,Benzie,subnational2,269,4341,L1182810,Sleeping Bear Dunes NL--Otter Creek/Esch Rd. beach area
US-MI-075,Jackson,subnational2,269,17687,L269759,Haehnle Sanctuary
US-MI-157,Tuscola,subnational2,268,4747,L164595,Fish Point SWA
US-MI-097,Mackinac,subnational2,266,2835,L657101,Pointe LaBarbe
US-MI-159,Van Buren,subnational2,266,3404,L445574,Wolf Lake State Fish Hatchery
US-MI-029,Charlevoix,subnational2,265,6222,L859935,Fisherman's Island SP
US-MI-049,Genesee,subnational2,263,5292,L983069,Bird Rd Sewage Ponds
US-MI-047,Emmet,subnational2,262,3470,L248862,Wilderness SP
US-MI-091,Lenawee,subnational2,261,4722,L1158669,Lake Hudson SRA
US-MI-057,Gratiot,subnational2,260,3220,L387959,Maple River SGA (Gratiot Co.)
US-MI-153,Schoolcraft,subnational2,260,2767,L248863,Seney NWR
US-MI-067,Ionia,subnational2,259,2506,L305609,Ionia SRA
US-MI-143,Roscommon,subnational2,256,3734,L1335210,Houghton Lake Sewage Ponds
US-MI-031,Cheboygan,subnational2,255,3707,L1289447,Dingman Marsh
US-MI-037,Clinton,subnational2,253,5056,L1407383,Rose Lake SWA
US-MI-073,Isabella,subnational2,250,7200,L3140205,Grewes Lake
US-MI-151,Sanilac,subnational2,250,2410,L587388,Minden SGA
US-MI-025,Calhoun,subnational2,249,8339,L1947678,Whitehouse Nature Center
US-MI-007,Alpena,subnational2,245,1084,L1661406,Isaacson Bay
US-MI-127,Oceana,subnational2,245,1688,L3024966,Silver Lake SP
US-MI-011,Arenac,subnational2,244,1297,L1219283,Santiago Rd. boardwalk
US-MI-039,Crawford,subnational2,244,6224,L2253145,Camp Au Sable
US-MI-001,Alcona,subnational2,243,2098,L772826,Harrisville SP
US-MI-149,St. Joseph,subnational2,240,3462,L4034075,Corey Lake
US-MI-045,Eaton,subnational2,239,4311,L1115180,Woldumar Nature Center
US-MI-009,Antrim,subnational2,238,3174,L859948,Grass River Natural Area
US-MI-087,Lapeer,subnational2,238,4064,L725217,Lapeer SGA
US-MI-059,Hillsdale,subnational2,236,1755,L1131371,Lost Nation SGA
US-MI-079,Kalkaska,subnational2,235,2100,L870309,Skegemog Swamp
US-MI-135,Oscoda,subnational2,235,1395,L385252,Mack Lake Area
US-MI-165,Wexford,subnational2,235,1913,L726126,MDOT Wetlands
US-MI-023,Branch,subnational2,232,1760,L997478,Kinderhook Sewage Lagoons
US-MI-129,Ogemaw,subnational2,232,1965,L1208334,Rifle River RA
US-MI-131,Ontonagon,subnational2,232,611,L295909,Porcupine Mountains Wilderness SP (Ontonagon Co.)
US-MI-141,Presque Isle,subnational2,229,848,L389743,Thompsons Harbor SP
US-MI-095,Luce,subnational2,226,1738,L1811900,Tahquamenon Falls SP--Upper Falls
US-MI-117,Montcalm,subnational2,226,1608,L1332575,Stanton Sewage Lagoons
US-MI-113,Missaukee,subnational2,225,1147,L2909802,Reedsburg Dam boat launch
US-MI-123,Newaygo,subnational2,225,794,L1114127,Croton Dam
US-MI-035,Clare,subnational2,221,1525,L1365118,Neithercut Woodland (Central Michigan University)
US-MI-107,Mecosta,subnational2,219,1155,L861340,Martiny Lakes
US-MI-053,Gogebic,subnational2,218,1205,L3665001,Black River Harbor
US-MI-109,Menominee,subnational2,218,885,L1591893,J.W. Wells SP
US-MI-027,Cass,subnational2,217,1455,L2879242,The Crane Pond SGA
US-MI-155,Shiawassee,subnational2,214,916,L1236578,Byron Millpond
US-MI-043,Dickinson,subnational2,210,1067,L220797,Fumee Lake
US-MI-119,Montmorency,subnational2,209,588,L2159523,Tomahawk Creek Flooding--Spring Lake Rd.
US-MI-133,Osceola,subnational2,208,1947,L3703616,Osceola-Missaukee Grasslands SGA Unit 1
US-MI-051,Gladwin,subnational2,207,726,L1137401,Molasses River Flooding
US-MI-137,Otsego,subnational2,205,2251,L1188392,North Central State Trail (Gaylord section)
US-MI-071,Iron,subnational2,204,598,L253216,Bewabic SP
US-MI-085,Lake,subnational2,187,554,NA,NA
US-NE-109,Lancaster,subnational2,323,11062,L325696,Branched Oak SRA
US-NE-109,Lancaster,subnational2,323,11062,L325696,Branched Oak SRA
US-NE-101,Keith,subnational2,306,1799,L140453,Lake Ogallala
US-NE-153,Sarpy,subnational2,305,3707,L477310,Fontenelle Forest
US-NE-055,Douglas,subnational2,296,5271,L910358,Heron Haven
US-NE-111,Lincoln,subnational2,287,14105,L1502426,Sutherland Reservoir
US-NE-157,Scotts Bluff,subnational2,278,2476,L158612,North Platte NWR--Lake Minatare
US-NE-069,Garden,subnational2,264,810,L1219633,Crescent Lake NWR
US-NE-051,Dixon,subnational2,259,1883,L863472,Ponca SP
US-NE-177,Washington,subnational2,257,1006,L609894,DeSoto NWR (NE)
US-NE-155,Saunders,subnational2,256,1586,L1102896,Lake Wanahoo
US-NE-031,Cherry,subnational2,255,993,L158604,Valentine NWR
US-NE-053,Dodge,subnational2,254,5090,L896130,Fremont Lakes SRA
US-NE-019,Buffalo,subnational2,246,2819,L374619,Rowe Sanctuary
US-NE-025,Cass,subnational2,246,1614,L1192641,Platte River SP
US-NE-045,Dawes,subnational2,246,966,L712174,Fort Robinson SP
US-NE-141,Platte,subnational2,244,994,L558294,Lake North/Babcock
US-NE-079,Hall,subnational2,238,2037,L605092,Crane Trust Nature and Visitor Center
US-NE-159,Seward,subnational2,238,904,L873904,North Lake Basin WMA
US-NE-107,Knox,subnational2,237,449,L569258,Niobrara SP
US-NE-027,Cedar,subnational2,234,765,L603437,Chalkrock WMA
US-NE-041,Custer,subnational2,233,2359,L607952,Broken Bow WTP
US-NE-127,Nemaha,subnational2,232,563,L870427,Indian Cave SP
US-NE-131,Otoe,subnational2,230,3028,L1175421,Riverview SRA
US-NE-105,Kimball,subnational2,228,486,L479513,Oliver Reservoir SRA
US-NE-147,Richardson,subnational2,226,398,L1782836,Indian Cave SP--Richardson County
US-NE-083,Harlan,subnational2,225,311,L2084732,Harlan County Lake
US-NE-165,Sioux,subnational2,220,427,L281255,Sowbelly Canyon
US-NE-161,Sheridan,subnational2,218,327,L765955,Smith Lake WMA
US-NE-047,Dawson,subnational2,214,1260,L596082,Bittern's Call WMA
US-NE-035,Clay,subnational2,212,336,L293535,Harvard WPA
US-NE-023,Butler,subnational2,209,211,L733078,Timber Point RA
US-NE-063,Frontier,subnational2,208,607,L1000285,Red Willow Reservoir
US-NE-167,Stanton,subnational2,206,236,L559506,Wood Duck WMA--ponds
US-NE-057,Dundy,subnational2,205,449,L770351,Rock Creek SRA
US-NE-137,Phelps,subnational2,205,313,L596515,Funk WPA
US-NE-067,Gage,subnational2,204,504,L158597,Homestead National Monument
US-NE-043,Dakota,subnational2,203,192,L3590839,Kramper Lake
US-NE-123,Morrill,subnational2,203,462,L712161,Bridgeport SRA
US-NE-185,York,subnational2,201,405,L604322,Spikerush WMA
US-NE-021,Burt,subnational2,200,352,L612496,Summit Lake SRA
US-NE-129,Nuckolls,subnational2,198,310,L1447962,Superior--Lincoln Park
US-NE-017,Brown,subnational2,195,185,L1007730,Norden Bridge
US-NE-115,Loup,subnational2,195,495,L873184,Calamus Outfitters
US-NE-029,Chase,subnational2,194,255,L770357,Enders Reservoir SRA--boat ramp
US-NE-089,Holt,subnational2,192,216,L558296,Spencer Dam WMA
US-NE-133,Pawnee,subnational2,192,209,L251100,Burchard WMA
US-NE-087,Hitchcock,subnational2,191,664,L487383,Swanson Reservoir SRA
US-NE-039,Cuming,subnational2,190,244,L600517,Black Island WMA
US-NE-171,Thomas,subnational2,189,261,L635786,Nebraska National Forest Bessey Ranger District
US-NE-081,Hamilton,subnational2,188,292,L1809529,Dark Island Trail
US-NE-099,Kearney,subnational2,185,457,L516594,Fort Kearny SHP
US-NE-119,Madison,subnational2,185,538,L562624,Cowboy Trail--Broken Bridge
US-NE-149,Rock,subnational2,185,215,L594112,Twin Lakes R.C. WMA
US-NE-135,Perkins,subnational2,183,381,L2766038,Grant WTP
US-NE-095,Jefferson,subnational2,182,288,L869818,Crystal Springs Park
US-NE-097,Johnson,subnational2,182,275,L1301982,Wirth Bros. Lake RA
US-NE-037,Colfax,subnational2,181,230,L558754,Whitetail WMA
US-NE-085,Hayes,subnational2,178,191,L569403,Hayes Center WMA
US-NE-001,Adams,subnational2,177,366,L595430,Roseland Lake
US-NE-125,Nance,subnational2,173,157,L600114,Don Dworak WMA
US-NE-181,Webster,subnational2,173,132,L569386,Indian Creek WMA
US-NE-059,Fillmore,subnational2,171,125,L2150593,Lone Star RA
US-NE-121,Merrick,subnational2,171,225,L561991,Bader Park
US-NE-145,Red Willow,subnational2,171,574,L771481,Barnett Park
US-NE-113,Logan,subnational2,170,186,L784975,Amber Lake
